company_name,website_url,location,has_website,has_business_email,has_contact_email,has_phone,has_whatsapp,has_contact_form,has_linkedin,has_founder,has_ceo,has_cto,decision_makers_count,technologies,has_mobile_app,has_ai_features,has_automation,has_live_chat,has_call_to_action,is_outdated,poor_ui_ux,missing_seo,weak_branding,lead_score,priority_level,priority_country
WEBME INFORMATION TECHNOLOGY,https://webmedigital.com/,"Abu Dhabi, UAE",True,True,True,True,False,True,False,False,False,False,1.0,"['Angular', 'TensorFlow', 'Rust', 'Go', 'Docker']",0,1,1,0,1,1,1,1,1,95.0,High,True
Efforts Solutions IT,https://effortz.com/,"Abu Dhabi, UAE",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'TensorFlow', 'Rust', 'Go', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,1,0,1,100.0,High,True
Creative Solutions Co. Ltd,https://www.creative-sols.com/,"Riyadh, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker', '.NET']",1,1,1,0,0,0,1,0,1,100.0,High,True
Olivo Software Company,http://www.olivotech.com/,"Riyadh, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker', '.NET']",1,1,1,0,1,0,1,1,1,100.0,High,True
Apptunix Saudi Arabia - AI Mobile App & Software Development Company in Riyadh | Hire App Developers in Saudi Arabia,https://www.apptunix.com/mobile-app-development-company-riyadh-saudi-arabia/?utm_source=Organicseo&utm_medium=mainGBPsaudiarabia,"Riyadh, Saudi Arabia",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
"AI-TECH - Software Development Company in Riyadh , Saudi Arabia",http://ai-tech.com.sa/,"Riyadh, Saudi Arabia",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
TechGropse Riyadh Saudi Arabia - AI Mobile App Development Company | Hire Mobile App Developers,https://www.techgropse.com/sa/mobile-app-development-saudi-arabia,"Riyadh, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'Django', 'Node', 'React', 'Laravel', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,0,1,100.0,High,True
Junkies Coder Saudi Arabia - Mobile App Development Company,https://www.junkiescoder.com/sa,"Riyadh, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'Django', 'Kubernetes', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,1,0,1,0,0,1,1,100.0,High,True
Whetstonez | software development company,https://whetstonez.com/,"Jeddah, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'Node', 'React', 'Laravel', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,0,1,0,100.0,High,True
Sohoby a Jeddah based Mobile App Development Company,https://sohoby.com/,"Jeddah, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'React', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker', '.NET']",1,1,1,0,1,0,0,1,0,100.0,High,True
BOT Solutions | Software Company for ERP System KSA,https://botsolutions.tech/,"Jeddah, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'PHP', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker', '.NET']",1,1,0,0,1,0,0,1,0,100.0,High,True
"The Hashtech - Software & Mobile App Development Company Jeddah, KSA",https://thehashtech.com/mobile/app-development-company-saudi-arabia/?utm_source=GMB&utm_medium=KSA&utm_campaign=Jeddah,"Jeddah, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'Node', 'React', 'TensorFlow', 'Rust', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,0,1,1,1,100.0,High,True
شركة الأمازون لتقنية المعلومات,http://www.alamazon.com/,"Jeddah, Saudi Arabia",True,True,True,True,False,True,False,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",0,0,0,0,0,1,1,1,1,80.0,High,True
SUCCUIZE Solutions | Software Company for ERP System KSA,http://www.succuizesolutions.com/,"Jeddah, Saudi Arabia",True,True,True,True,False,True,False,False,False,False,1.0,"['Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker', '.NET']",1,0,0,0,1,1,1,1,1,95.0,High,True
الحلول النهائية لأعمال الحاسب الالي,http://www.ultimate-sa.com/,"Jeddah, Saudi Arabia",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,0,0,0,0,1,0,1,1,100.0,High,True
Stimes Innovations WLL | Manpower ERP Solution | Best HR Solution | Restaurant POS | Doha | Qatar,https://stimes.qa/,"Doha, Qatar",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,1,0,1,100.0,High,True
BG SOFT Solutions | ERP & CRM solutions | Software Development Company in Qatar,https://bgsoftsolutions.com/,"Doha, Qatar",True,True,True,True,False,True,False,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'React', 'TensorFlow', 'Rust', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,1,0,1,1,1,1,1,1,100.0,High,True
"Zartek Technology - Mobile App Development Company In Doha, Qatar",https://zartek.qa/,"Doha, Qatar",True,True,True,True,False,True,False,True,False,False,2.0,"['Angular', 'Python', 'Java', 'PHP', 'Node', 'React', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,1,0,1,0,1,0,1,100.0,High,True
Zinger Stick Software Development - IT Consulting - AI Solutions in Qatar,https://zingersticksoftware.com/,"Doha, Qatar",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,1,1,1,100.0,High,True
Apptunix Qatar - Mobile App & Software Development Company,https://www.apptunix.com/mobile-app-development-qatar/,"Doha, Qatar",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
Packit Code,https://packitcode.com/,"Doha, Qatar",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
Cherry InfoTech,https://www.cherry.qa/,"Doha, Qatar",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,0,0,1,1,100.0,High,True
Vibes Web Design Company In Qatar,https://www.vibestechnologies.com/,"Doha, Qatar",True,True,True,True,False,True,False,False,False,False,0.0,"['Angular', 'React', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker']",1,1,1,0,1,0,1,1,1,95.0,High,True
Emstell Technologies - Mobile Apps Website Design ECommerce Development Company - Kuwait,https://emstell.com/,"Kuwait City, Kuwait",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
Uniweb IT Solutions | Web Design| Mobile App| Ecommerce| Graphic Design| SEO Kuwait,https://www.uniwebonline.com/,"Kuwait City, Kuwait",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
"iGroup Solutions - Web design Company, Ecommerce Development, SEO Services Agency",https://igroup.solutions/,"Kuwait City, Kuwait",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'Node', 'TensorFlow', 'Rust', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,0,0,0,0,100.0,High,True
"Merak Tech - Web Design, Development & Mobile Apps Development Kuwait, Ecommerce Development, POS software, Web Apps Security",https://www.almerak.com/,"Kuwait City, Kuwait",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,0,0,1,0,1,1,1,100.0,High,True
KUWAITNET,http://www.kuwaitnet.com/,"Kuwait City, Kuwait",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'Python', 'Django', 'PHP', 'TensorFlow', 'Go', 'AWS', 'Vue', 'Docker']",1,1,1,0,0,1,1,1,1,100.0,High,True
Top software company in Kuwait City and Mobile App Development in Kuwait,https://www.webhostingkuwait.com/,"Kuwait City, Kuwait",True,True,True,True,False,True,False,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,0,0,1,0,1,1,1,90.0,High,True
"Chrisans - Web design Company Kuwait, Ecommerce Development, SEO Services, Website Development Services.",https://www.chrisansgroup.com/,"Kuwait City, Kuwait",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'Laravel', 'Node', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,1,1,0,0,0,0,100.0,High,True
Modern Digital World LLC,https://www.dgtalworld.com/,"Muscat, Oman",True,True,True,True,False,True,False,False,False,False,0.0,"['Angular', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker']",1,1,1,0,1,0,1,0,1,95.0,High,True
Concept Solutions Oman,https://www.csloman.com/,"Muscat, Oman",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Go', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,1,0,1,100.0,High,True
Ultimate Solutions Technology LLC ERP - VAT,http://www.ultimate-oman.com/,"Muscat, Oman",True,True,True,True,False,True,False,False,False,False,2.0,[],1,1,1,0,1,1,1,0,1,100.0,High,True
Junkies Coder - Custom Mobile App Development Company in Oman,https://www.junkiescoder.com/,"Muscat, Oman",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'Django', 'Kubernetes', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,1,0,1,0,0,1,1,100.0,High,True
EitmadTech,https://eitmadtech.com/,"Muscat, Oman",True,True,True,True,False,True,False,False,False,False,0.0,"['Angular', 'Java', 'Django', 'TensorFlow', 'Rust', 'Go', 'Vue', 'Docker', '.NET']",1,1,0,0,1,0,1,1,1,90.0,High,True
beDots - Software - POS - Website - Oman,https://bedots.io/,"Muscat, Oman",True,True,True,True,False,True,False,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,0,1,1,1,100.0,High,True
Rawat Al Makan,https://rawatmakan.com/,"Muscat, Oman",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'PHP', 'Laravel', 'React', 'Azure', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,0,1,1,1,100.0,High,True
SoftCircles: Software Development Company New York,https://www.softcircles.com/software-development-company-in-new-york,"New York, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'Laravel', 'Node', 'React', 'Azure', 'Rust', 'Ruby', 'TensorFlow', 'Go', 'AWS', 'Vue', 'Docker', '.NET']",1,1,1,0,1,0,1,0,1,100.0,High,True
Unified Infotech | Best Software Development Company,https://www.unifiedinfotech.net/services/custom-software-development/?utm_source=referral&utm_medium=GMB+USA&utm_id=GMB,"New York, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Rust', 'AWS', 'Docker', 'Flask', 'Java', 'Laravel', 'WordPress', 'Angular', 'Python', 'PHP', 'Node', 'Vue', 'Django', 'Kubernetes', 'React', 'TensorFlow', 'Azure', 'Go', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
Trango Tech New York - Mobile App development Company,https://trangotech.com/mobile/app-development-new-york-city/?utm_source=GMB&utm_medium=GMB+NYC&utm_campaign=GMB+NYC,"New York, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Rust', 'AWS', 'Docker', 'Java', 'Ruby', 'WordPress', 'PyTorch', 'Angular', 'Python', 'PHP', 'Node', 'Vue', 'Django', 'Kubernetes', 'React', 'TensorFlow', 'Azure', 'Go', '.NET']",1,1,1,0,1,1,0,1,0,100.0,High,True
TechnBrains New York - Mobile App Development Company,https://www.technbrains.com/locations/mobile-app-development-company-new-york-city?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-nyc&utm_id=gmb-nyc,"New York, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Python', 'Java', 'Django', 'PHP', 'Node', 'React', 'Laravel', 'Azure', 'Rust', 'Ruby', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,0,1,1,1,100.0,High,True
DOMYNATE NYC,https://professionalbusinessdirectory.com/places/domynate-nyc/,"New York, USA",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
New York Software Developers,http://www.newyorksoftwaredevelopers.com/,"New York, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'PHP', 'Laravel', 'React', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,1,0,1,0,0,1,0,100.0,High,True
